age,workclass,education,marital.status,occupation,race,sex,hours.per.week,income
53,Federal-gov,Assoc,Married-civ-spouse,Adm-clerical,White,Male,40,0
19,Private,Some-college,Never-married,Other-service,White,Male,20,0
53,Private,7th-8th,Married,Transport-moving,White,Male,60,1
65,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,10,0
68,Private,Bachelors,Married,Transport-moving,White,Male,30,0
30,Private,10th,Never-married,Sales,White,Male,18,0
28,Private,11th,Married,Craft-repair,White,Male,45,0
54,Local-gov,10th,Married,Protective-serv,White,Male,45,0
30,Private,HS-grad,Never-married,Other-service,White,Male,10,0
22,Private,Some-college,Never-married,Adm-clerical,White,Male,50,0
25,Private,HS-grad,Never-married,Other-service,White,Male,30,0
19,Private,11th,Never-married,Other-service,White,Male,20,0
32,Federal-gov,Prof-school,Married,Prof-specialty,White,Male,40,1
23,Private,Bachelors,Never-married,Exec-managerial,White,Female,40,0
51,Local-gov,Bachelors,Married,Prof-specialty,White,Male,45,0
25,Private,Some-college,Married,Sales,White,Male,44,1
46,Local-gov,Bachelors,Never-married,Prof-specialty,Black,Female,40,0
38,Private,Some-college,Divorced,Tech-support,White,Female,50,0
26,State-gov,HS-grad,Married,Protective-serv,Asian-Pac-Islander,Male,40,1
46,Private,HS-grad,Divorced,Prof-specialty,White,Female,40,0
25,Private,Bachelors,Never-married,Prof-specialty,White,Female,40,0
29,Local-gov,Masters,Married,Prof-specialty,White,Male,35,0
51,Self-emp-inc,Masters,Married,Exec-managerial,White,Male,50,1
40,Private,Some-college,Married,Craft-repair,White,Male,52,0
24,Private,Some-college,Never-married,Adm-clerical,White,Female,40,0
24,Self-emp-not-inc,Bachelors,Never-married,Farming-fishing,White,Male,50,0
31,Private,Assoc,Married-civ-spouse,Other-service,Amer-Indian-Eskimo,Female,24,0
34,Private,Assoc,Separated,Craft-repair,White,Male,60,0
19,Private,Some-college,Never-married,Farming-fishing,White,Male,66,0
21,Private,HS-grad,Never-married,Transport-moving,Black,Male,40,0
21,Private,10th,Married,Farming-fishing,White,Male,70,0
23,Private,Some-college,Married,Transport-moving,White,Male,24,0
37,Federal-gov,Some-college,Never-married,Craft-repair,White,Male,40,0
40,Private,Masters,Married,Exec-managerial,White,Male,46,1
57,Private,HS-grad,Married,Other-service,White,Male,30,0
24,Private,11th,Married,Transport-moving,Asian-Pac-Islander,Male,40,0
43,Private,Some-college,Married,Prof-specialty,White,Male,40,0
40,Private,HS-grad,Never-married,Other-service,White,Female,40,0
49,Private,HS-grad,Divorced,Exec-managerial,White,Male,40,0
62,Local-gov,HS-grad,Never-married,Craft-repair,White,Male,40,0
29,Private,Assoc,Married-civ-spouse,Adm-clerical,White,Male,40,0
49,Private,HS-grad,Separated,Machine-op-inspct,White,Female,40,0
55,Federal-gov,Some-college,Divorced,Adm-clerical,Black,Female,40,0
37,Self-emp-inc,Bachelors,Never-married,Exec-managerial,White,Male,40,0
43,State-gov,Bachelors,Married,Adm-clerical,White,Male,40,1
29,Private,Some-college,Divorced,Adm-clerical,White,Female,40,0
44,Private,HS-grad,Married,Sales,White,Female,40,1
28,Private,Some-college,Separated,Tech-support,White,Male,40,1
38,Private,Some-college,Never-married,Exec-managerial,White,Female,45,0
19,Private,Some-college,Never-married,Other-service,White,Female,20,0
20,Private,12th,Never-married,Other-service,White,Male,40,0
60,Private,HS-grad,Married,Handlers-cleaners,White,Male,40,0
30,Private,HS-grad,Never-married,Sales,White,Female,40,0
51,Private,Some-college,Divorced,Sales,White,Female,60,0
48,Private,HS-grad,Divorced,Exec-managerial,White,Female,40,0
51,Local-gov,HS-grad,Divorced,Transport-moving,Black,Male,40,0
50,State-gov,HS-grad,Married,Craft-repair,Black,Male,40,1
46,Private,HS-grad,Married,Sales,White,Female,40,1
68,Private,HS-grad,Married,Handlers-cleaners,White,Male,45,1
23,Self-emp-not-inc,Assoc,Never-married,Craft-repair,White,Male,30,0
49,Private,Masters,Never-married,Sales,White,Female,35,0
24,Private,10th,Married,Handlers-cleaners,White,Male,40,0
30,Local-gov,HS-grad,Married,Protective-serv,Black,Male,40,0
34,Private,HS-grad,Never-married,Sales,White,Female,35,0
22,Private,Some-college,Never-married,Exec-managerial,White,Male,40,0
30,Private,7th-8th,Separated,Handlers-cleaners,White,Male,40,0
61,Private,7th-8th,Married,Transport-moving,White,Male,31,0
36,Private,HS-grad,Divorced,Exec-managerial,White,Male,40,0
51,Self-emp-inc,Assoc,Married-civ-spouse,Exec-managerial,White,Male,40,0
43,Private,5th-6th,Married,Machine-op-inspct,Asian-Pac-Islander,Female,40,1
54,Federal-gov,Some-college,Married,Protective-serv,White,Male,48,1
63,Private,HS-grad,Widowed,Prof-specialty,White,Female,25,0
51,Private,Some-college,Married,Exec-managerial,White,Male,40,1
63,Self-emp-not-inc,10th,Married,Machine-op-inspct,White,Male,40,0
51,Local-gov,Masters,Married,Prof-specialty,White,Male,60,1
27,Private,HS-grad,Divorced,Sales,White,Female,35,0
35,Private,Assoc,Married-civ-spouse,Tech-support,White,Male,40,1
46,Self-emp-not-inc,HS-grad,Separated,Craft-repair,White,Male,40,0
53,Private,Assoc,Married-civ-spouse,Craft-repair,Black,Male,40,1
26,Federal-gov,Some-college,Divorced,Adm-clerical,White,Male,24,0
43,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,40,0
54,Federal-gov,HS-grad,Married,Adm-clerical,White,Male,40,1
57,State-gov,Some-college,Divorced,Prof-specialty,White,Female,40,0
29,Local-gov,HS-grad,Never-married,Other-service,White,Male,20,0
20,Private,HS-grad,Never-married,Craft-repair,Black,Male,40,0
23,Private,HS-grad,Never-married,Other-service,White,Male,40,0
69,Private,11th,Married,Adm-clerical,White,Male,20,0
53,Local-gov,Bachelors,Married,Prof-specialty,Black,Male,35,0
28,Private,HS-grad,Never-married,Adm-clerical,White,Male,40,0
28,Private,Bachelors,Married,Other-service,Black,Male,40,0
33,Self-emp-inc,HS-grad,Married,Exec-managerial,Asian-Pac-Islander,Male,84,1
48,Private,HS-grad,Divorced,Sales,White,Female,30,0
61,Private,HS-grad,Married,Craft-repair,White,Male,40,1
48,Private,Some-college,Married,Exec-managerial,White,Male,40,0
32,Private,7th-8th,Married,Craft-repair,White,Male,40,0
51,Private,HS-grad,Married,Craft-repair,White,Male,40,1
19,Private,Some-college,Never-married,Other-service,White,Male,14,0
47,Private,HS-grad,Married,Prof-specialty,White,Male,50,0
25,Private,Bachelors,Never-married,Transport-moving,White,Male,60,0
72,Private,Some-college,Married,Protective-serv,Black,Male,40,0
29,Private,11th,Divorced,Craft-repair,White,Male,40,0
22,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,0
57,Private,HS-grad,Married,Other-service,Black,Male,48,0
50,Private,Assoc,Married-civ-spouse,Adm-clerical,White,Male,60,0
45,Self-emp-inc,Some-college,Married,Sales,White,Male,30,0
52,Private,Some-college,Divorced,Prof-specialty,White,Male,40,1
53,Private,Masters,Married,Exec-managerial,White,Male,48,1
36,Private,HS-grad,Married,Handlers-cleaners,White,Male,48,0
46,Private,HS-grad,Married,Craft-repair,White,Male,40,1
20,Private,HS-grad,Never-married,Sales,White,Female,20,0
75,Private,5th-6th,Widowed,Other-service,Black,Male,10,0
32,Local-gov,HS-grad,Married,Craft-repair,White,Male,40,1
28,Private,HS-grad,Married,Craft-repair,White,Male,40,0
53,Private,Masters,Divorced,Prof-specialty,White,Female,40,0
17,Private,11th,Never-married,Sales,White,Female,35,0
46,State-gov,Assoc,Divorced,Adm-clerical,White,Female,38,0
39,Private,Assoc,Separated,Prof-specialty,White,Female,30,0
38,Private,Some-college,Divorced,Craft-repair,White,Male,40,0
36,Private,HS-grad,Married,Machine-op-inspct,White,Male,60,0
63,Local-gov,Bachelors,Never-married,Prof-specialty,Black,Female,21,0
28,Private,1st-4th,Married,Machine-op-inspct,White,Male,43,0
49,Private,HS-grad,Never-married,Adm-clerical,White,Female,35,0
43,Private,Some-college,Married,Machine-op-inspct,White,Male,40,0
38,Private,Bachelors,Married,Exec-managerial,White,Male,45,1
39,Private,HS-grad,Never-married,Tech-support,White,Male,62,0
40,Private,HS-grad,Married,Exec-managerial,White,Male,40,0
30,Private,Some-college,Married,Tech-support,White,Male,50,1
44,Private,Some-college,Married,Transport-moving,Black,Male,40,0
40,Private,HS-grad,Married,Sales,White,Male,24,0
30,Private,HS-grad,Never-married,Machine-op-inspct,White,Female,35,0
52,Self-emp-not-inc,Assoc,Divorced,Prof-specialty,White,Female,35,0
42,Private,Some-college,Married,Craft-repair,Black,Male,40,1
39,Private,Some-college,Married,Craft-repair,White,Male,52,1
43,Private,Some-college,Divorced,Prof-specialty,White,Male,45,0
30,Private,Assoc,Married-civ-spouse,Craft-repair,White,Male,40,0
39,Private,Bachelors,Married,Prof-specialty,White,Male,55,1
41,Private,HS-grad,Married,Transport-moving,White,Female,20,0
25,Private,11th,Married,Craft-repair,White,Male,40,0
44,State-gov,Bachelors,Never-married,Adm-clerical,White,Male,40,0
40,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,40,0
21,Private,HS-grad,Never-married,Adm-clerical,Black,Female,35,0
41,Private,Some-college,Separated,Adm-clerical,White,Female,38,0
24,Private,Bachelors,Never-married,Exec-managerial,White,Female,50,0
67,Self-emp-not-inc,HS-grad,Married,Farming-fishing,White,Male,60,0
24,Private,Bachelors,Never-married,Adm-clerical,White,Male,38,0
50,Self-emp-not-inc,Bachelors,Married,Sales,White,Male,60,0
48,Private,Masters,Divorced,Sales,White,Male,35,0
50,Private,Bachelors,Divorced,Prof-specialty,White,Female,36,0
64,State-gov,10th,Married,Exec-managerial,White,Male,40,1
49,Private,9th,Divorced,Other-service,Black,Male,37,0
20,Private,HS-grad,Never-married,Other-service,Black,Male,52,0
30,Private,HS-grad,Separated,Adm-clerical,White,Female,40,0
37,Private,Bachelors,Married,Other-service,Asian-Pac-Islander,Male,30,0
52,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,1
22,Private,Some-college,Never-married,Protective-serv,White,Male,25,0
19,State-gov,Some-college,Never-married,Adm-clerical,White,Male,15,0
52,Private,HS-grad,Divorced,Craft-repair,White,Male,55,1
42,Private,Bachelors,Married,Tech-support,Asian-Pac-Islander,Female,40,0
35,Private,HS-grad,Separated,Exec-managerial,White,Female,36,0
27,Private,Some-college,Never-married,Adm-clerical,White,Female,50,0
54,State-gov,HS-grad,Never-married,Other-service,Black,Female,38,0
37,Private,10th,Married,Transport-moving,White,Male,35,0
28,Private,7th-8th,Married,Craft-repair,White,Male,30,0
63,Private,Bachelors,Married,Sales,White,Male,40,0
19,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,42,0
28,Private,Bachelors,Never-married,Sales,White,Female,40,0
44,Private,Prof-school,Never-married,Prof-specialty,White,Female,40,1
31,Private,Some-college,Married,Craft-repair,White,Male,40,1
64,Private,HS-grad,Divorced,Priv-house-serv,White,Female,50,0
40,Private,HS-grad,Married,Handlers-cleaners,White,Male,40,1
59,Local-gov,Assoc,Divorced,Prof-specialty,White,Female,50,0
22,Private,Some-college,Never-married,Adm-clerical,White,Female,40,0
40,Private,Some-college,Never-married,Sales,White,Female,44,0
35,Private,7th-8th,Married,Handlers-cleaners,White,Male,40,0
20,Private,Some-college,Never-married,Adm-clerical,White,Female,15,0
35,Local-gov,HS-grad,Never-married,Protective-serv,White,Male,40,0
28,Private,Some-college,Married,Exec-managerial,White,Male,48,0
28,Private,HS-grad,Divorced,Machine-op-inspct,White,Male,40,0
25,Self-emp-inc,Assoc,Never-married,Sales,White,Male,60,0
37,Private,HS-grad,Divorced,Adm-clerical,White,Female,40,0
31,Private,Assoc,Divorced,Sales,White,Female,38,0
41,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,0
31,Private,10th,Married,Tech-support,White,Male,40,1
44,Private,HS-grad,Married,Craft-repair,White,Male,40,0
20,Private,Some-college,Never-married,Exec-managerial,Black,Male,47,0
57,Self-emp-not-inc,Some-college,Married,Farming-fishing,White,Male,50,0
26,Private,HS-grad,Divorced,Other-service,White,Female,12,0
29,Local-gov,HS-grad,Never-married,Protective-serv,White,Male,40,0
40,Private,Assoc,Married-civ-spouse,Craft-repair,White,Male,40,1
21,Private,Assoc,Never-married,Other-service,Black,Male,35,0
21,Private,Some-college,Never-married,Craft-repair,White,Male,70,0
34,Self-emp-not-inc,Prof-school,Separated,Prof-specialty,White,Male,48,1
24,Private,Bachelors,Never-married,Exec-managerial,White,Female,15,0
28,Private,10th,Divorced,Other-service,White,Female,40,0
35,Private,HS-grad,Separated,Transport-moving,White,Male,50,0
35,Private,HS-grad,Divorced,Craft-repair,White,Male,40,0
38,State-gov,Bachelors,Never-married,Exec-managerial,White,Female,40,0
44,Federal-gov,HS-grad,Divorced,Adm-clerical,Black,Female,40,0
39,Private,Bachelors,Married,Handlers-cleaners,White,Female,40,1
57,Local-gov,HS-grad,Divorced,Other-service,White,Female,40,0
19,Private,Some-college,Never-married,Sales,White,Female,40,0
29,Private,Assoc,Married-civ-spouse,Machine-op-inspct,White,Male,48,0
23,Private,HS-grad,Never-married,Machine-op-inspct,Black,Male,40,0
50,Private,HS-grad,Widowed,Other-service,White,Female,40,0
51,Self-emp-not-inc,Some-college,Married,Craft-repair,White,Male,20,0
28,Private,Assoc,Divorced,Craft-repair,Amer-Indian-Eskimo,Male,40,0
44,Private,Bachelors,Married,Sales,White,Male,60,0
29,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Black,Male,40,0
31,Private,HS-grad,Divorced,Transport-moving,White,Male,45,0
27,Private,Bachelors,Married,Craft-repair,White,Male,45,1
34,Private,Bachelors,Married,Exec-managerial,White,Male,45,0
27,Private,Some-college,Married,Handlers-cleaners,White,Male,40,1
31,Private,Assoc,Never-married,Adm-clerical,Black,Female,40,0
46,Private,Assoc,Married-civ-spouse,Craft-repair,White,Male,40,1
39,Private,Some-college,Never-married,Adm-clerical,Asian-Pac-Islander,Female,40,0
40,Private,Bachelors,Married,Sales,White,Male,55,1
28,Private,11th,Divorced,Sales,White,Male,40,0
18,Private,HS-grad,Never-married,Sales,White,Female,40,0
51,Private,HS-grad,Divorced,Adm-clerical,White,Female,40,0
58,Self-emp-inc,HS-grad,Divorced,Sales,White,Male,50,0
66,Private,HS-grad,Married,Sales,White,Male,40,0
36,Self-emp-not-inc,HS-grad,Married,Other-service,Asian-Pac-Islander,Female,20,0
38,Private,11th,Divorced,Handlers-cleaners,White,Female,60,0
25,Private,Assoc,Never-married,Exec-managerial,White,Male,40,0
25,Private,HS-grad,Never-married,Other-service,White,Female,22,0
90,Private,11th,Never-married,Handlers-cleaners,White,Male,40,0
41,Local-gov,Some-college,Divorced,Adm-clerical,White,Female,40,0
33,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,0
39,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Black,Female,20,0
59,Private,HS-grad,Married,Sales,White,Male,60,0
27,Private,HS-grad,Never-married,Handlers-cleaners,White,Female,40,0
52,Private,7th-8th,Married,Craft-repair,White,Male,40,0
59,Self-emp-not-inc,HS-grad,Divorced,Other-service,White,Female,24,0
28,Private,Some-college,Divorced,Craft-repair,White,Female,40,0
37,Private,HS-grad,Divorced,Other-service,White,Female,50,0
36,Private,Bachelors,Married,Exec-managerial,White,Male,50,1
34,Private,Bachelors,Married,Prof-specialty,White,Male,60,1
23,Private,Some-college,Never-married,Adm-clerical,White,Male,40,0
27,Local-gov,Masters,Never-married,Prof-specialty,White,Male,52,0
31,Local-gov,Masters,Married,Prof-specialty,White,Male,40,0
21,Private,10th,Married,Machine-op-inspct,White,Male,36,0
31,Private,HS-grad,Married,Exec-managerial,White,Male,54,0
59,Private,HS-grad,Married,Handlers-cleaners,White,Male,40,1
19,Private,11th,Never-married,Handlers-cleaners,White,Male,40,0
47,Private,HS-grad,Married,Transport-moving,White,Male,50,0
34,Private,Bachelors,Never-married,Craft-repair,White,Male,40,0
57,Private,HS-grad,Married,Other-service,White,Male,78,0
51,Local-gov,9th,Married,Transport-moving,Black,Male,40,0
21,Private,Some-college,Never-married,Handlers-cleaners,White,Male,20,0
30,Self-emp-inc,Some-college,Married,Sales,White,Male,50,0
46,Private,Some-college,Divorced,Handlers-cleaners,White,Male,45,0
40,Private,Bachelors,Never-married,Sales,White,Female,45,0
52,Private,Preschool,Married,Other-service,White,Male,40,0
23,Private,Bachelors,Never-married,Sales,Asian-Pac-Islander,Male,50,0
25,Private,HS-grad,Never-married,Adm-clerical,White,Female,50,0
43,Private,Some-college,Divorced,Transport-moving,White,Male,45,0
38,State-gov,Some-college,Divorced,Protective-serv,Amer-Indian-Eskimo,Female,40,1
22,Private,Assoc,Never-married,Other-service,White,Female,30,0
65,Private,Assoc,Married-civ-spouse,Transport-moving,White,Male,20,0
50,Private,HS-grad,Never-married,Tech-support,White,Male,15,0
25,Private,HS-grad,Married,Transport-moving,White,Male,40,0
54,Private,Some-college,Divorced,Adm-clerical,White,Female,40,0
49,Private,HS-grad,Married,Adm-clerical,White,Male,40,1
44,Private,Some-college,Married,Machine-op-inspct,White,Male,40,0
24,Private,9th,Divorced,Other-service,White,Female,40,0
25,Private,Bachelors,Never-married,Sales,White,Male,38,0
65,Local-gov,HS-grad,Married,Transport-moving,White,Male,20,0
56,Self-emp-not-inc,HS-grad,Married,Exec-managerial,Black,Male,45,0
23,Private,Bachelors,Never-married,Prof-specialty,White,Female,40,0
20,Private,Some-college,Never-married,Other-service,White,Female,20,0
24,Private,5th-6th,Never-married,Craft-repair,White,Male,40,0
40,Self-emp-inc,Some-college,Married,Farming-fishing,White,Male,50,0
55,Private,HS-grad,Married,Craft-repair,White,Male,50,1
38,Private,HS-grad,Divorced,Adm-clerical,White,Female,48,0
23,Private,HS-grad,Never-married,Adm-clerical,Black,Female,40,0
44,Private,Bachelors,Married,Exec-managerial,White,Male,50,0
20,Self-emp-not-inc,Some-college,Never-married,Adm-clerical,White,Female,12,0
29,Private,HS-grad,Never-married,Other-service,White,Male,40,0
43,State-gov,HS-grad,Married,Protective-serv,White,Male,40,0
30,Private,12th,Divorced,Machine-op-inspct,White,Male,40,0
28,State-gov,Some-college,Never-married,Adm-clerical,White,Female,38,0
31,Private,HS-grad,Married,Exec-managerial,White,Male,40,1
52,Private,HS-grad,Divorced,Craft-repair,White,Female,40,0
36,Private,Bachelors,Married,Prof-specialty,White,Female,50,1
38,Private,HS-grad,Married,Craft-repair,White,Male,45,0
63,Self-emp-not-inc,Assoc,Married-civ-spouse,Farming-fishing,White,Male,40,0
