age,workclass,education,marital.status,hours.per.week,sex,race,income
59,Private,Bachelors,Widowed,38,Female,White,1
54,Self-emp-inc,Some-college,Married,30,Male,White,1
61,Private,12th,Never-married,37,Female,Black,0
47,Self-emp-not-inc,Some-college,Married,60,Male,White,0
39,Private,Bachelors,Married,50,Female,White,1
50,Private,Assoc,Married,40,Female,White,1
23,Private,Assoc,Never-married,30,Male,White,0
37,Private,HS-grad,Divorced,45,Male,Black,0
38,Private,Bachelors,Never-married,36,Female,White,1
30,Private,Some-college,Never-married,50,Female,White,0
21,Private,HS-grad,Never-married,40,Male,White,0
20,Private,Some-college,Never-married,40,Male,White,0
45,Private,HS-grad,Married,55,Male,White,1
38,Local-gov,Assoc,Married,30,Female,White,0
19,Private,Some-college,Never-married,34,Male,White,0
49,Federal-gov,Assoc,Married,40,Male,White,1
49,Private,Masters,Married,16,Female,White,0
25,Private,HS-grad,Never-married,45,Female,White,0
36,Private,Some-college,Married,42,Male,White,0
67,Local-gov,Bachelors,Married,15,Female,White,1
65,Private,Some-college,Married,2,Male,White,0
60,Self-emp-inc,Bachelors,Married,30,Male,White,0
63,Private,HS-grad,Divorced,40,Male,White,0
45,Private,HS-grad,Married,20,Male,Black,0
45,Private,HS-grad,Married,35,Female,Black,0
24,Private,HS-grad,Never-married,23,Male,Black,0
50,Private,Masters,Married,40,Female,White,1
52,Private,Bachelors,Married,40,Male,White,1
69,Private,Prof-school,Divorced,80,Male,White,1
54,Private,HS-grad,Married,50,Male,White,1
52,Private,HS-grad,Married,40,Female,White,0
17,Private,11th,Never-married,20,Female,White,0
59,Self-emp-inc,Masters,Married,42,Male,White,1
60,Private,Masters,Married,35,Female,White,0
27,Private,Bachelors,Never-married,20,Male,White,0
27,Private,Bachelors,Married,45,Female,White,0
28,Private,Bachelors,Married,45,Male,White,0
61,State-gov,HS-grad,Married,35,Female,White,1
66,Self-emp-not-inc,11th,Married,40,Female,White,0
24,Private,Some-college,Never-married,48,Male,White,0
20,Private,Some-college,Never-married,30,Female,White,0
63,Local-gov,HS-grad,Married,40,Male,White,0
43,Local-gov,Masters,Married,40,Female,White,0
35,Private,HS-grad,Married,60,Male,White,1
28,Private,HS-grad,Never-married,39,Male,White,0
66,Self-emp-not-inc,HS-grad,Widowed,20,Male,White,0
40,Private,Bachelors,Married,50,Female,White,1
41,Self-emp-inc,Bachelors,Married,45,Male,White,0
54,Local-gov,Some-college,Married,56,Male,White,1
23,Local-gov,Bachelors,Never-married,40,Female,White,0
18,Private,11th,Never-married,30,Male,White,0
51,Private,HS-grad,Divorced,20,Male,White,0
28,Private,9th,Never-married,40,Male,White,0
53,Local-gov,HS-grad,Married,40,Male,Black,0
28,State-gov,Assoc,Never-married,40,Female,Black,1
41,Private,Bachelors,Married,38,Female,White,1
38,Self-emp-not-inc,Bachelors,Married,50,Male,White,0
50,Private,Masters,Separated,40,Female,White,0
61,Local-gov,Bachelors,Married,40,Male,White,1
61,Private,Bachelors,Married,40,Female,White,1
54,Private,Prof-school,Married,45,Male,White,1
19,Private,Some-college,Never-married,20,Male,White,0
35,Private,Assoc,Divorced,40,Female,White,0
17,Private,11th,Never-married,25,Male,White,0
40,Private,Some-college,Divorced,45,Male,White,0
39,Private,Bachelors,Married,40,Female,White,0
40,State-gov,Some-college,Married,10,Male,White,0
36,Private,HS-grad,Never-married,46,Female,White,0
24,Private,HS-grad,Married,50,Male,White,0
22,Private,Some-college,Married,40,Female,White,0
57,Private,Masters,Never-married,40,Female,White,1
54,Private,Bachelors,Never-married,45,Male,White,1
24,Local-gov,Bachelors,Married,45,Female,White,0
24,Private,Bachelors,Married,40,Male,White,0
61,Private,Some-college,Married,37,Female,White,1
61,Private,HS-grad,Married,36,Male,White,0
48,Local-gov,Some-college,Married,40,Female,White,0
66,Local-gov,Masters,Married,20,Male,White,0
29,State-gov,Masters,Separated,40,Female,Black,0
46,Local-gov,HS-grad,Married,40,Male,White,0
41,Private,Some-college,Married,34,Female,White,0
18,Private,HS-grad,Never-married,20,Male,White,0
27,State-gov,Bachelors,Never-married,40,Male,Other,0
24,Private,Bachelors,Never-married,50,Male,Other,0
52,Private,HS-grad,Divorced,50,Female,White,1
57,State-gov,Masters,Married,40,Female,White,1
20,Private,Some-college,Never-married,8,Female,White,0
34,Private,Some-college,Married,60,Male,White,1
41,Private,Some-college,Divorced,40,Female,White,0
49,Private,HS-grad,Married,15,Male,White,0
38,Private,HS-grad,Never-married,40,Male,White,1
30,Private,Bachelors,Married,40,Male,Other,0
42,Self-emp-not-inc,Some-college,Divorced,40,Female,White,0
36,Private,Some-college,Divorced,55,Male,White,1
44,Local-gov,HS-grad,Married,45,Male,White,1
43,Private,Assoc,Married,36,Female,White,0
73,Self-emp-not-inc,HS-grad,Married,20,Female,White,0
57,Private,Assoc,Married,39,Female,White,1
58,Private,Prof-school,Married,40,Male,White,1
55,Private,Masters,Divorced,40,Female,White,1
61,Private,HS-grad,Divorced,40,Male,Black,0
68,Private,Assoc,Married,20,Male,White,0
61,Local-gov,Some-college,Married,40,Female,White,0
19,Private,Some-college,Never-married,30,Male,White,0
48,Private,Bachelors,Never-married,40,Male,White,0
45,Self-emp-not-inc,Some-college,Married,28,Female,White,0
49,Private,Assoc,Married,40,Male,White,1
78,Private,7th-8th,Never-married,40,Male,White,0
55,Federal-gov,Some-college,Widowed,40,Female,Black,1
59,Private,Some-college,Divorced,2,Male,White,0
49,Local-gov,Masters,Married,40,Female,White,1
49,Private,Bachelors,Married,40,Male,White,1
26,Private,Bachelors,Never-married,40,Female,White,0
20,Private,HS-grad,Never-married,12,Female,White,0
60,State-gov,Masters,Married,16,Female,White,0
58,Federal-gov,Bachelors,Married,40,Male,White,1
29,Private,Bachelors,Married,20,Male,White,0
70,Private,HS-grad,Married,24,Female,White,0
43,Private,HS-grad,Married,36,Male,White,1
20,Private,HS-grad,Never-married,25,Male,White,0
64,Private,Masters,Married,25,Male,White,1
45,Private,Bachelors,Divorced,50,Male,White,1
28,Private,Masters,Married,8,Female,White,0
30,Private,HS-grad,Married,8,Male,White,0
51,Private,10th,Married,45,Male,White,0
30,Private,Some-college,Never-married,40,Female,White,0
41,Private,10th,Separated,40,Male,White,0
48,Self-emp-inc,HS-grad,Never-married,30,Female,White,0
55,Private,HS-grad,Divorced,40,Female,White,1
26,Federal-gov,Bachelors,Married,40,Female,Amer-Indian-Eskimo,0
26,Private,Assoc,Married,40,Male,Amer-Indian-Eskimo,0
57,Private,Some-college,Never-married,40,Male,White,0
64,Private,Bachelors,Married,40,Female,White,0
66,Private,Masters,Divorced,50,Male,White,1
49,Private,HS-grad,Married,50,Male,White,0
17,Self-emp-not-inc,10th,Never-married,2,Female,White,0
46,Private,Some-college,Married,50,Male,White,1
48,Private,Some-college,Married,40,Female,White,1
60,Private,Some-college,Married,45,Male,White,1
44,Private,Some-college,Married,30,Female,Asian-Pac-Islander,0
31,Self-emp-not-inc,Some-college,Separated,20,Female,White,0
71,Self-emp-not-inc,Some-college,Divorced,20,Female,White,0
42,Private,Bachelors,Married,40,Male,White,0
33,Private,Bachelors,Married,42,Female,White,1
39,State-gov,Bachelors,Divorced,40,Female,Black,0
52,Private,HS-grad,Married,40,Male,White,0
49,Private,Some-college,Married,40,Female,White,0
22,Private,HS-grad,Never-married,40,Female,White,0
57,Private,Some-college,Divorced,45,Female,White,0
54,Private,Bachelors,Married,40,Male,White,1
66,Private,HS-grad,Married,50,Male,White,0
58,Private,HS-grad,Married,40,Male,White,0
55,Self-emp-not-inc,HS-grad,Married,15,Female,White,0
52,Private,Some-college,Divorced,36,Female,Asian-Pac-Islander,0
71,Private,Some-college,Married,35,Male,White,0
57,Private,11th,Married,40,Female,White,0
60,State-gov,Bachelors,Never-married,40,Female,Black,0
59,Federal-gov,Masters,Married,40,Male,White,1
58,Local-gov,Bachelors,Married,40,Female,White,0
25,Private,Assoc,Separated,40,Female,White,0
42,Private,Bachelors,Married,60,Female,White,1
42,Self-emp-inc,Bachelors,Married,50,Male,White,1
65,Private,Bachelors,Married,45,Male,White,1
69,Private,Masters,Married,14,Female,White,0
21,Private,Some-college,Never-married,16,Male,Black,0
59,Private,HS-grad,Married,40,Male,White,1
61,Local-gov,Some-college,Married,40,Female,White,1
55,Private,Preschool,Divorced,40,Male,White,0
23,Private,HS-grad,Never-married,2,Female,White,0
50,Private,Some-college,Divorced,60,Female,White,0
34,Private,HS-grad,Married,40,Male,White,0
64,Private,Bachelors,Married,45,Male,White,1
55,Private,9th,Married,30,Male,White,0
69,Private,Bachelors,Married,1,Female,White,0
68,Self-emp-inc,Bachelors,Married,50,Male,White,1
42,Local-gov,Bachelors,Married,42,Male,White,1
39,Local-gov,Masters,Married,40,Female,White,0
42,Private,Bachelors,Divorced,30,Female,White,0
29,Private,Doctorate,Married,40,Female,White,0
31,Private,Bachelors,Married,45,Male,White,0
40,Private,Some-college,Married,40,Male,White,1
45,Private,Assoc,Married,40,Female,White,0
37,Federal-gov,Assoc,Married,40,Female,White,1
39,State-gov,Assoc,Married,40,Male,White,0
33,Federal-gov,Bachelors,Married,40,Male,White,1
34,Local-gov,Masters,Married,40,Female,White,1
31,Local-gov,12th,Never-married,1,Female,White,0
31,Self-emp-not-inc,Some-college,Never-married,32,Female,White,0
28,Private,Some-college,Never-married,20,Female,White,0
23,Private,Some-college,Never-married,36,Female,White,0
21,Private,Some-college,Never-married,25,Male,White,0
23,Private,Some-college,Never-married,20,Male,Other,0
29,Private,10th,Never-married,16,Female,Black,0
40,Without-pay,HS-grad,Widowed,20,Female,White,0
57,Private,Masters,Married,42,Male,White,1
56,State-gov,Prof-school,Married,45,Female,White,1
52,Self-emp-inc,Some-college,Married,40,Female,White,0
54,Self-emp-inc,HS-grad,Married,40,Male,White,1
20,Local-gov,Some-college,Never-married,57,Male,White,0
27,Private,HS-grad,Separated,35,Female,White,0
29,Private,9th,Divorced,25,Male,White,0
54,Self-emp-not-inc,HS-grad,Married,38,Female,White,1
58,Self-emp-not-inc,Some-college,Married,30,Male,White,0
69,Private,Bachelors,Married,25,Male,White,0
47,Private,HS-grad,Married,40,Female,Black,0
49,Private,Some-college,Married,40,Male,Black,0
19,Private,Some-college,Never-married,16,Female,Black,0
38,Self-emp-inc,11th,Married,35,Male,White,0
37,Private,11th,Never-married,40,Male,White,0
49,Private,Masters,Married,50,Female,White,1
41,Private,HS-grad,Married,50,Male,White,0
61,Private,Some-college,Divorced,60,Male,White,1
57,Local-gov,Bachelors,Married,40,Female,White,0
58,Private,Masters,Married,45,Male,White,1
19,Private,Some-college,Never-married,20,Male,White,0
33,Private,Some-college,Married,40,Male,White,1
31,Private,Masters,Married,40,Female,White,1
62,Private,Some-college,Never-married,40,Male,White,1
57,Private,HS-grad,Never-married,39,Male,White,0
53,State-gov,HS-grad,Married,4,Female,White,0
59,Private,12th,Married,60,Male,White,0
72,Self-emp-not-inc,HS-grad,Married,40,Male,White,1
73,Self-emp-not-inc,HS-grad,Married,60,Female,White,1
40,Without-pay,Some-college,Never-married,3,Male,White,0
28,State-gov,Masters,Never-married,60,Female,White,1
24,Private,Bachelors,Never-married,35,Female,White,0
25,Private,Bachelors,Never-married,40,Male,Asian-Pac-Islander,0
27,Private,Bachelors,Never-married,40,Male,White,0
34,Private,Some-college,Married,60,Male,White,1
61,Private,HS-grad,Married,40,Female,White,1
69,Self-emp-not-inc,HS-grad,Married,15,Male,White,1
56,Self-emp-inc,HS-grad,Married,70,Male,White,1
35,Private,Assoc,Divorced,25,Female,White,0
25,Private,HS-grad,Never-married,20,Female,White,0
61,Private,Assoc,Married,40,Male,White,1
61,Private,HS-grad,Married,30,Female,White,0
60,Private,Some-college,Married,50,Male,White,1
56,Private,11th,Married,35,Female,White,0
57,Local-gov,Bachelors,Divorced,40,Female,White,1
59,Private,Assoc,Widowed,40,Male,White,1
70,Private,Some-college,Married,52,Male,White,1
69,Private,HS-grad,Married,35,Female,White,0
44,Private,HS-grad,Never-married,40,Male,White,0
56,Private,Bachelors,Married,50,Male,White,0
52,Private,Bachelors,Married,42,Female,White,0
47,Private,Bachelors,Married,44,Male,White,0
41,Local-gov,Masters,Married,40,Female,White,0
54,Private,10th,Married,35,Male,White,0
52,Local-gov,Some-college,Married,40,Female,Black,1
52,Local-gov,Some-college,Married,40,Male,Black,0
58,Self-emp-inc,Assoc,Divorced,50,Female,Black,0
39,Private,Bachelors,Divorced,84,Male,White,1
47,Local-gov,HS-grad,Married,40,Male,White,0
47,Private,Bachelors,Married,19,Female,White,0
19,Private,HS-grad,Never-married,8,Female,White,0
71,Private,12th,Never-married,30,Male,Asian-Pac-Islander,0
69,Self-emp-not-inc,HS-grad,Widowed,40,Female,Asian-Pac-Islander,0
19,Private,HS-grad,Never-married,36,Female,White,0
19,Private,Some-college,Never-married,60,Male,White,0
65,Private,Some-college,Married,24,Male,Black,1
61,Private,Some-college,Divorced,40,Female,White,0
47,Private,HS-grad,Divorced,80,Male,Black,0
33,Private,HS-grad,Married,60,Male,White,0
29,Private,Some-college,Divorced,40,Female,Black,0
51,Local-gov,Masters,Divorced,88,Female,Black,1
27,Self-emp-not-inc,Bachelors,Married,40,Female,White,0
33,Private,Some-college,Married,40,Male,White,1
38,Private,Assoc,Divorced,40,Female,White,0
35,Private,Some-college,Married,40,Male,White,1
29,Local-gov,Bachelors,Married,45,Female,White,0
35,Private,HS-grad,Married,40,Female,White,0
35,Private,Some-college,Married,50,Male,White,0
76,Private,HS-grad,Widowed,9,Female,White,0
55,Private,Bachelors,Married,55,Male,White,1
54,Private,Assoc,Married,55,Female,White,0
68,Self-emp-not-inc,Masters,Widowed,10,Female,White,1
35,Private,Bachelors,Married,40,Female,White,0
41,Private,Some-college,Married,40,Male,White,1
39,Local-gov,Bachelors,Married,40,Female,White,0
42,Private,Assoc,Married,45,Male,White,1
66,Private,Some-college,Married,48,Male,White,1
28,Private,HS-grad,Divorced,40,Female,White,0
22,Private,HS-grad,Married,40,Female,White,0
31,Private,Assoc,Married,60,Male,White,0
54,State-gov,Doctorate,Divorced,60,Male,White,1
67,Self-emp-inc,Masters,Married,30,Female,White,0
51,Local-gov,Masters,Married,40,Male,White,0
50,Private,Assoc,Married,40,Female,White,0
43,Private,Some-college,Married,40,Female,White,0
44,Private,HS-grad,Married,40,Male,White,1
65,Private,HS-grad,Married,4,Male,Black,0
20,Private,Some-college,Never-married,40,Male,Black,0
59,State-gov,Doctorate,Divorced,50,Female,White,1
73,Self-emp-inc,Bachelors,Married,30,Male,White,1
29,Private,11th,Never-married,42,Female,White,0
28,Private,10th,Never-married,25,Male,White,0
45,State-gov,HS-grad,Never-married,30,Male,White,0
45,Private,Masters,Married,50,Female,White,1
47,Private,Bachelors,Married,25,Male,White,0
67,Private,Some-college,Married,16,Female,White,0
33,Private,HS-grad,Married,20,Male,Black,0
45,Private,Some-college,Divorced,25,Female,White,0
56,Federal-gov,12th,Married,50,Male,White,1
52,Federal-gov,Some-college,Married,40,Female,White,0
23,Private,Assoc,Never-married,45,Male,White,0
46,Private,Bachelors,Married,45,Male,White,1
68,Private,Masters,Married,2,Male,Black,0
63,Federal-gov,HS-grad,Married,48,Female,Black,1
54,Local-gov,Masters,Married,55,Female,White,1
75,Private,Bachelors,Married,16,Male,White,0
22,Private,HS-grad,Never-married,40,Male,White,0
63,State-gov,Doctorate,Married,16,Female,Black,1
67,Private,Bachelors,Married,20,Male,Black,0
33,Private,Assoc,Married,40,Male,White,1
32,Private,Assoc,Married,36,Female,White,0
32,Private,Bachelors,Married,50,Male,White,1
59,State-gov,HS-grad,Married,35,Female,White,0
51,Private,Bachelors,Married,50,Male,White,1
53,Self-emp-not-inc,Bachelors,Married,3,Female,Amer-Indian-Eskimo,0
40,Self-emp-not-inc,HS-grad,Never-married,50,Male,White,1
36,Private,HS-grad,Married,40,Female,White,1
36,Local-gov,HS-grad,Married,44,Male,White,1
51,Private,Masters,Divorced,50,Male,Asian-Pac-Islander,1
45,Private,Masters,Married,45,Male,Asian-Pac-Islander,1
56,Private,HS-grad,Married,40,Female,White,0
59,Self-emp-not-inc,HS-grad,Married,40,Male,White,0
64,Self-emp-inc,HS-grad,Widowed,60,Female,White,0
40,Private,HS-grad,Divorced,40,Female,White,0
17,Federal-gov,11th,Never-married,20,Male,White,0
63,Private,Some-college,Married,40,Male,White,1
26,Private,Some-college,Married,45,Male,White,1
44,Private,HS-grad,Never-married,40,Male,Black,0
61,Private,12th,Divorced,40,Male,White,1
48,Self-emp-inc,HS-grad,Never-married,40,Male,White,0
62,Private,HS-grad,Married,60,Male,White,1
44,Private,HS-grad,Married,46,Female,White,0
57,Private,Assoc,Married,50,Male,White,1
20,Private,Some-college,Never-married,30,Male,White,0
21,Private,Bachelors,Never-married,30,Male,White,0
21,Private,Assoc,Never-married,30,Female,White,0
58,Private,Assoc,Married,50,Female,White,1
66,Private,Some-college,Married,20,Male,White,0
66,Private,Some-college,Widowed,40,Male,White,1
62,Private,HS-grad,Married,55,Male,White,1
34,Private,Assoc,Divorced,40,Male,White,0
29,Federal-gov,HS-grad,Divorced,84,Male,White,0
24,Private,Assoc,Married,50,Male,White,0
36,Private,Bachelors,Married,40,Female,White,0
48,Private,Bachelors,Married,60,Male,White,1
41,Private,Assoc,Married,50,Female,White,1
42,Private,Bachelors,Married,40,Male,White,0
42,Private,Masters,Married,40,Female,White,1
58,Private,Bachelors,Married,20,Male,White,0
41,Private,HS-grad,Never-married,35,Female,White,0
23,Self-emp-not-inc,12th,Never-married,10,Male,White,0
43,Private,Some-college,Never-married,40,Male,White,0
57,Private,HS-grad,Married,53,Male,White,1
66,Private,HS-grad,Married,48,Female,White,0
43,Private,Bachelors,Married,40,Male,White,1
37,State-gov,Bachelors,Married,40,Female,White,0
51,Private,Bachelors,Divorced,40,Female,White,0
55,Private,Some-college,Divorced,40,Female,White,0
24,Private,HS-grad,Never-married,40,Male,Black,0
29,Private,HS-grad,Never-married,40,Male,Black,1
28,Private,Some-college,Married,52,Male,White,1
45,Private,Bachelors,Married,40,Male,White,1
40,Private,Assoc,Never-married,40,Male,Black,0
59,Private,Assoc,Divorced,30,Female,Black,0
29,Private,HS-grad,Married,47,Male,Black,0
