age,workclass,education,marital.status,race,sex,hours.per.week,income
44,Self-emp-not-inc,HS-grad,Married,White,Female,40,1
27,Federal-gov,Bachelors,Never-married,Black,Male,48,0
27,Local-gov,Some-college,Never-married,White,Male,40,0
22,Private,HS-grad,Never-married,White,Female,45,0
68,Private,HS-grad,Never-married,White,Female,40,0
55,Self-emp-not-inc,Some-college,Married,White,Male,99,1
22,Self-emp-not-inc,HS-grad,Never-married,White,Male,40,0
25,Private,Some-college,Married,White,Female,15,0
68,Self-emp-not-inc,HS-grad,Married,White,Male,45,0
62,Private,Some-college,Widowed,White,Female,16,0
26,Private,HS-grad,Divorced,White,Male,40,0
34,Private,Masters,Married,White,Male,55,1
68,Private,Some-college,Widowed,White,Male,40,0
42,Local-gov,Bachelors,Separated,White,Male,45,1
45,Private,Bachelors,Married,White,Male,55,0
26,Private,11th,Never-married,White,Male,40,0
25,Private,HS-grad,Married,White,Male,45,0
23,Private,Bachelors,Never-married,White,Male,50,0
65,Without-pay,7th-8th,Widowed,White,Female,50,0
31,Private,HS-grad,Never-married,White,Male,50,0
26,Private,HS-grad,Never-married,White,Female,40,0
39,Private,Some-college,Married,White,Male,50,1
44,Private,HS-grad,Married,White,Male,40,1
26,Self-emp-not-inc,Masters,Never-married,White,Female,50,0
26,Private,10th,Married,White,Male,35,0
36,Private,9th,Married,White,Male,50,0
38,Private,11th,Married,White,Male,45,0
39,Private,HS-grad,Never-married,White,Male,48,0
52,Self-emp-inc,Prof-school,Married,White,Male,40,0
39,Private,1st-4th,Married,White,Male,45,0
41,Self-emp-not-inc,Some-college,Divorced,White,Male,40,0
47,Private,Bachelors,Married,White,Male,70,0
28,Local-gov,Assoc,Married-civ-spouse,Black,Male,46,0
25,Local-gov,Bachelors,Never-married,White,Male,35,0
35,Private,Bachelors,Never-married,White,Female,40,0
32,Private,HS-grad,Separated,White,Female,40,0
38,Private,Masters,Married,Black,Male,40,1
44,Private,Some-college,Married,White,Male,18,1
27,Private,Bachelors,Never-married,White,Female,40,0
30,Private,Bachelors,Never-married,White,Male,55,1
20,Private,HS-grad,Never-married,White,Male,40,0
57,Private,Masters,Never-married,White,Male,80,0
43,Private,Some-college,Divorced,White,Male,48,0
28,Private,7th-8th,Married,Asian-Pac-Islander,Female,48,0
25,Private,HS-grad,Married,White,Female,48,1
25,Private,HS-grad,Married,White,Male,40,0
90,Private,Bachelors,Married,White,Male,45,0
38,Local-gov,Bachelors,Separated,Black,Male,40,0
35,Private,Bachelors,Married,White,Female,40,0
50,State-gov,Bachelors,Married,White,Male,40,1
26,Local-gov,HS-grad,Never-married,White,Female,40,0
39,Private,Some-college,Married,White,Male,45,0
56,Private,10th,Married,White,Male,40,0
24,Local-gov,HS-grad,Divorced,Black,Female,40,0
18,Local-gov,11th,Never-married,White,Female,25,0
57,Private,Masters,Divorced,White,Female,40,0
43,State-gov,HS-grad,Never-married,Black,Female,40,0
29,State-gov,Bachelors,Married,White,Male,25,0
40,Private,Masters,Married,White,Male,40,1
44,Self-emp-not-inc,Bachelors,Married,White,Male,40,0
77,Local-gov,HS-grad,Married,White,Male,6,0
30,Private,Bachelors,Never-married,Black,Male,40,0
21,Private,HS-grad,Married,White,Male,40,0
66,Private,10th,Married,White,Male,40,0
40,Private,11th,Never-married,White,Male,35,0
68,Private,HS-grad,Married,White,Male,40,0
64,Private,HS-grad,Widowed,White,Female,38,0
26,Private,Bachelors,Never-married,White,Female,50,0
32,Private,Some-college,Married,White,Male,40,1
32,Private,HS-grad,Never-married,White,Male,38,0
51,Local-gov,Masters,Married,White,Male,40,1
49,Private,Bachelors,Married,White,Male,50,1
28,Private,Bachelors,Never-married,White,Male,20,0
29,Private,HS-grad,Divorced,White,Female,36,0
21,Private,Some-college,Never-married,White,Male,30,0
28,Private,HS-grad,Never-married,Black,Female,40,0
55,Private,10th,Married,White,Male,40,0
45,Self-emp-not-inc,HS-grad,Married,Asian-Pac-Islander,Male,50,1
35,Private,Some-college,Never-married,White,Male,40,0
30,Private,HS-grad,Married,White,Male,55,0
33,Private,HS-grad,Married,White,Male,20,0
23,Private,Bachelors,Never-married,White,Male,40,0
35,Private,Some-college,Never-married,White,Female,40,0
48,Self-emp-not-inc,11th,Married,White,Male,50,1
39,Local-gov,10th,Divorced,Black,Male,40,0
53,Local-gov,Prof-school,Divorced,White,Female,50,0
49,Federal-gov,HS-grad,Married,White,Male,40,1
31,Private,Bachelors,Never-married,Black,Female,40,0
29,Private,HS-grad,Never-married,White,Male,48,0
54,Self-emp-inc,Some-college,Married,White,Male,45,1
34,Private,HS-grad,Married,White,Male,50,0
30,Private,Some-college,Never-married,Black,Female,35,0
26,Private,HS-grad,Never-married,White,Male,40,0
47,Private,Some-college,Never-married,White,Male,70,1
50,Private,HS-grad,Divorced,White,Male,38,0
30,Private,Bachelors,Never-married,White,Female,45,1
44,Private,Some-college,Divorced,White,Male,50,0
49,Private,HS-grad,Married,White,Male,60,1
75,Self-emp-not-inc,Masters,Married,White,Female,50,0
37,Private,Bachelors,Married,White,Male,55,1
51,State-gov,HS-grad,Divorced,White,Male,38,0
35,Private,HS-grad,Never-married,White,Male,35,0
28,Private,Some-college,Never-married,White,Female,40,0
72,Private,9th,Married,Asian-Pac-Islander,Female,48,1
39,Private,Bachelors,Separated,White,Male,50,0
27,Private,HS-grad,Never-married,Black,Male,30,0
57,Private,Some-college,Never-married,Black,Female,40,0
28,Private,HS-grad,Never-married,White,Male,70,0
23,Private,Some-college,Married,White,Female,50,0
23,Private,Some-college,Never-married,White,Female,20,0
31,Private,Some-college,Never-married,White,Female,40,0
27,Local-gov,Bachelors,Never-married,White,Female,40,0
39,Private,Masters,Married,White,Male,40,1
23,Private,11th,Never-married,White,Male,40,0
24,Local-gov,Assoc,Married-civ-spouse,White,Female,40,0
36,Private,Doctorate,Never-married,White,Male,40,0
32,Private,Some-college,Divorced,White,Male,40,0
35,Private,Assoc,Divorced,White,Female,40,0
36,Private,Bachelors,Married,White,Male,40,0
47,Private,Assoc,Married-civ-spouse,White,Male,40,1
35,Private,HS-grad,Never-married,White,Male,40,0
44,Federal-gov,Some-college,Married,White,Male,40,0
32,State-gov,Masters,Married,White,Male,50,0
34,Private,Assoc,Married-civ-spouse,White,Male,40,0
47,Private,HS-grad,Married,Black,Male,40,0
27,Private,11th,Married,Black,Male,35,0
23,Private,HS-grad,Separated,White,Female,42,0
50,Private,10th,Married,White,Male,38,0
49,State-gov,Some-college,Married,White,Male,40,0
36,Private,Some-college,Married,White,Male,40,1
23,Private,Bachelors,Never-married,White,Male,40,0
61,Private,7th-8th,Widowed,Black,Female,38,0
41,Private,Some-college,Married,White,Male,16,0
27,Self-emp-not-inc,Bachelors,Married,White,Male,60,1
53,Private,Bachelors,Divorced,White,Male,70,0
17,Self-emp-not-inc,10th,Never-married,White,Male,10,0
53,Private,Some-college,Never-married,White,Male,40,0
24,Private,Bachelors,Married,White,Female,40,0
22,Private,Some-college,Never-married,White,Female,20,0
53,Private,Bachelors,Married,White,Male,50,1
18,Private,11th,Never-married,Black,Male,20,0
24,Private,Some-college,Never-married,White,Male,50,0
20,Private,HS-grad,Never-married,White,Female,40,0
30,Local-gov,7th-8th,Married,White,Male,40,0
34,Private,HS-grad,Married,White,Male,40,0
19,Private,HS-grad,Never-married,White,Male,30,0
20,Private,12th,Never-married,White,Female,40,0
47,Private,HS-grad,Divorced,Asian-Pac-Islander,Female,40,0
22,Private,Bachelors,Never-married,White,Female,40,0
60,Private,Some-college,Divorced,White,Female,40,0
32,Private,HS-grad,Never-married,White,Female,40,0
46,Private,HS-grad,Married,White,Male,40,1
66,Private,HS-grad,Widowed,White,Female,40,0
37,Private,Bachelors,Married,Asian-Pac-Islander,Female,30,1
34,Private,Some-college,Divorced,White,Male,44,0
45,Private,Bachelors,Never-married,White,Male,46,0
35,Private,11th,Married,White,Male,40,0
51,Local-gov,Some-college,Married,Black,Male,40,1
36,Local-gov,Some-college,Married,White,Male,40,1
25,Federal-gov,HS-grad,Never-married,Black,Male,40,0
51,Private,HS-grad,Divorced,White,Female,38,0
25,Self-emp-not-inc,Some-college,Never-married,White,Male,40,0
19,Private,HS-grad,Never-married,White,Male,45,0
47,Private,Some-college,Married,White,Male,45,0
59,Local-gov,HS-grad,Separated,Black,Female,40,0
34,Private,Bachelors,Married,White,Male,40,1
40,Private,Some-college,Separated,White,Female,60,0
42,Private,HS-grad,Divorced,White,Male,45,0
37,Private,Masters,Married,White,Male,60,1
51,Self-emp-inc,Assoc,Married-civ-spouse,White,Male,38,1
25,Private,HS-grad,Never-married,White,Male,36,0
31,Federal-gov,HS-grad,Married,White,Female,40,1
37,Private,HS-grad,Married,White,Male,44,1
42,Private,Assoc,Married-civ-spouse,White,Male,45,1
35,Private,Some-college,Divorced,White,Male,50,0
51,Private,Bachelors,Married,White,Male,47,1
26,Private,Bachelors,Never-married,Asian-Pac-Islander,Male,16,0
56,Local-gov,HS-grad,Divorced,White,Female,46,0
52,Private,Some-college,Married,White,Male,45,1
47,State-gov,Bachelors,Divorced,White,Female,40,1
52,Private,Assoc,Married-civ-spouse,White,Male,40,0
30,Private,HS-grad,Divorced,White,Female,40,0
26,Private,Some-college,Married,Black,Female,35,0
58,Local-gov,HS-grad,Married,White,Male,40,0
30,Private,HS-grad,Married,White,Male,60,1
46,Private,Some-college,Separated,White,Female,40,0
57,Private,HS-grad,Never-married,White,Female,40,0
25,Private,Bachelors,Never-married,White,Male,40,0
21,State-gov,Some-college,Never-married,White,Female,10,0
45,Local-gov,Masters,Divorced,White,Female,30,0
39,Private,HS-grad,Never-married,White,Male,40,0
42,Private,HS-grad,Married,White,Female,53,0
20,Private,HS-grad,Never-married,White,Female,40,0
23,Private,HS-grad,Never-married,Black,Male,16,0
25,Private,Bachelors,Never-married,White,Male,40,0
47,Private,5th-6th,Never-married,White,Female,40,0
24,Private,HS-grad,Never-married,White,Male,45,0
35,Private,HS-grad,Never-married,White,Male,70,0
44,Local-gov,HS-grad,Married,Black,Female,38,1
47,State-gov,Some-college,Married,White,Male,50,0
28,State-gov,11th,Separated,Asian-Pac-Islander,Female,40,0
41,Local-gov,Masters,Divorced,White,Female,60,0
31,Private,HS-grad,Never-married,White,Female,40,0
27,Private,Masters,Never-married,White,Female,25,0
44,Private,HS-grad,Never-married,Asian-Pac-Islander,Female,40,0
61,Private,Some-college,Never-married,White,Female,40,0
42,Federal-gov,Some-college,Divorced,White,Female,40,0
46,Private,HS-grad,Never-married,White,Female,28,0
46,Private,Bachelors,Married,White,Male,50,1
54,Local-gov,Masters,Widowed,White,Female,38,0
49,Private,HS-grad,Widowed,White,Male,40,0
56,Local-gov,Some-college,Widowed,White,Female,40,0
52,Private,Masters,Divorced,White,Female,40,0
34,Private,HS-grad,Married,White,Male,40,0
25,Self-emp-not-inc,HS-grad,Married,White,Male,40,0
18,Private,11th,Never-married,White,Female,40,0
58,Private,HS-grad,Married,White,Male,40,0
31,State-gov,Bachelors,Divorced,White,Male,40,0
29,Private,Some-college,Married,White,Male,55,0
28,Private,11th,Never-married,Black,Male,40,0
30,Private,Some-college,Never-married,White,Male,48,0
75,Private,10th,Widowed,White,Female,70,0
26,Private,Some-college,Married,Black,Male,40,0
33,Self-emp-inc,Bachelors,Married,White,Male,50,1
47,Self-emp-not-inc,5th-6th,Married,White,Male,55,1
21,Private,Some-college,Never-married,White,Female,37,0
17,Private,11th,Never-married,White,Male,17,0
22,Private,Some-college,Never-married,Black,Female,15,0
47,Private,HS-grad,Married,White,Male,40,0
45,Private,Bachelors,Married,White,Male,40,1
32,Self-emp-not-inc,Assoc,Divorced,White,Male,50,0
59,Private,10th,Separated,Black,Female,30,0
38,Private,HS-grad,Married,White,Male,50,0
33,Private,HS-grad,Separated,White,Female,40,0
41,Private,HS-grad,Married,White,Male,40,0
51,Private,9th,Married,White,Male,40,0
42,Private,HS-grad,Married,White,Male,48,0
27,Private,Bachelors,Married,White,Female,40,1
60,Private,Some-college,Married,White,Male,45,0
64,Local-gov,HS-grad,Divorced,White,Female,35,0
37,Private,Assoc,Married-civ-spouse,White,Male,40,1
54,Self-emp-not-inc,Bachelors,Married,White,Male,45,1
36,Private,Assoc,Married-civ-spouse,White,Female,50,1
41,Self-emp-not-inc,Masters,Divorced,White,Male,5,1
35,Self-emp-not-inc,7th-8th,Married,White,Male,75,0
63,Self-emp-inc,Masters,Married,White,Male,68,1
46,Private,HS-grad,Divorced,White,Male,40,0
47,Self-emp-not-inc,Masters,Divorced,White,Male,40,0
24,Private,Bachelors,Never-married,White,Male,65,0
29,Private,Some-college,Never-married,White,Male,30,0
74,Federal-gov,Some-college,Widowed,White,Female,18,0
50,Private,11th,Married,White,Male,70,1
22,Private,Some-college,Never-married,White,Female,40,0
48,Private,12th,Separated,Black,Female,40,0
30,Private,9th,Married,White,Male,40,0
32,Private,Bachelors,Married,White,Male,40,0
39,Private,HS-grad,Married,White,Male,40,0
49,Private,Some-college,Married,White,Male,40,1
25,Private,Bachelors,Never-married,White,Female,40,0
50,Private,Bachelors,Married,White,Female,40,1
44,Private,HS-grad,Married,White,Male,40,0
28,Federal-gov,Assoc,Married-civ-spouse,White,Male,60,0
55,Private,Bachelors,Widowed,White,Female,40,0
49,Local-gov,Bachelors,Never-married,White,Female,50,0
31,Private,HS-grad,Separated,White,Female,12,0
47,Private,HS-grad,Married,Black,Female,40,1
45,Private,HS-grad,Married,White,Male,40,1
35,Private,HS-grad,Never-married,Black,Female,40,0
34,Self-emp-not-inc,Bachelors,Married,Asian-Pac-Islander,Male,60,0
49,Local-gov,HS-grad,Widowed,Black,Male,40,0
27,Private,HS-grad,Never-married,White,Female,42,0
42,Private,HS-grad,Married,White,Male,40,0
33,Private,Some-college,Married,White,Male,48,1
23,Private,Some-college,Never-married,White,Female,40,0
45,Private,Masters,Married,White,Male,50,1
34,Private,HS-grad,Never-married,Black,Female,40,0
53,Private,HS-grad,Divorced,White,Female,37,0
22,Private,10th,Never-married,White,Male,30,0
57,State-gov,HS-grad,Separated,White,Female,35,0
23,Private,7th-8th,Never-married,Black,Male,40,0
31,Private,11th,Never-married,White,Male,40,0
23,State-gov,Bachelors,Never-married,White,Male,22,0
30,Private,HS-grad,Separated,White,Female,40,0
32,Local-gov,Bachelors,Separated,White,Female,50,1
42,Private,Assoc,Married-civ-spouse,Black,Female,40,1
51,Private,7th-8th,Married,White,Male,40,0
36,Private,Bachelors,Never-married,White,Female,40,0
45,Private,HS-grad,Never-married,Black,Male,40,0
35,Private,Assoc,Married-civ-spouse,White,Male,50,1
33,Private,7th-8th,Married,White,Male,40,0
43,Private,Assoc,Divorced,White,Female,40,0
60,Private,HS-grad,Married,White,Female,40,1
37,State-gov,Bachelors,Married,White,Male,55,1
35,Private,Some-college,Never-married,White,Female,40,0
36,Private,Some-college,Married,White,Male,52,0
54,Private,7th-8th,Married,White,Male,40,0
51,Private,Assoc,Married-civ-spouse,White,Male,40,1
45,Private,Assoc,Married-civ-spouse,White,Male,45,1
63,Federal-gov,Some-college,Divorced,White,Female,40,0
51,Private,Some-college,Married,White,Male,40,1
58,Self-emp-not-inc,Masters,Divorced,White,Male,18,0
64,Local-gov,HS-grad,Divorced,White,Female,40,0
20,Private,Some-college,Never-married,White,Male,40,0
44,Federal-gov,Bachelors,Married,Asian-Pac-Islander,Male,40,1
39,Private,Bachelors,Divorced,White,Female,48,0
45,State-gov,Some-college,Never-married,White,Female,40,0
44,Private,Doctorate,Married,White,Male,55,1
22,Federal-gov,Some-college,Never-married,White,Female,40,0
63,Self-emp-inc,HS-grad,Married,White,Male,40,1
26,Private,Assoc,Separated,Black,Male,40,0
42,Self-emp-not-inc,Bachelors,Married,White,Male,45,0
20,Private,HS-grad,Never-married,White,Female,25,0
25,Private,HS-grad,Never-married,White,Male,40,0
27,Private,Bachelors,Married,White,Male,50,0
46,Private,Assoc,Divorced,White,Female,40,0
31,Private,Some-college,Divorced,White,Male,60,0
24,Private,Assoc,Never-married,White,Male,35,0
43,Private,Some-college,Married,White,Male,50,1
23,Private,12th,Never-married,White,Male,21,0
32,Local-gov,HS-grad,Never-married,Black,Female,37,0
44,Private,HS-grad,Married,White,Male,40,0
40,Self-emp-not-inc,Bachelors,Married,White,Male,40,0
38,Private,HS-grad,Divorced,White,Male,40,0
23,Private,Assoc,Never-married,White,Male,40,0
41,Private,Some-college,Married,White,Male,40,0
48,Private,HS-grad,Married,White,Male,40,0
47,Private,Assoc,Widowed,White,Female,35,0
42,Private,HS-grad,Married,White,Male,40,0
17,Private,10th,Never-married,White,Female,10,0
29,Local-gov,Prof-school,Never-married,White,Female,70,0
21,State-gov,Some-college,Never-married,White,Female,20,0
31,Private,HS-grad,Married,White,Male,40,1
27,Local-gov,Bachelors,Never-married,White,Female,40,0
29,Private,Doctorate,Never-married,White,Male,40,0
23,Private,Bachelors,Never-married,White,Female,45,0
41,Private,Masters,Married,Asian-Pac-Islander,Male,55,1
46,Local-gov,Bachelors,Married,White,Male,35,1
34,Private,Some-college,Married,Black,Female,25,0
42,Self-emp-not-inc,HS-grad,Married,White,Male,24,0
46,Private,HS-grad,Divorced,White,Male,37,0
52,Private,Some-college,Married,White,Male,40,1
56,Private,HS-grad,Divorced,White,Female,40,0
21,Private,Assoc,Never-married,White,Male,40,0
22,Self-emp-not-inc,HS-grad,Never-married,White,Male,20,0
31,Private,Bachelors,Divorced,White,Female,45,0
41,Self-emp-not-inc,HS-grad,Married,White,Male,60,0
25,Private,Some-college,Separated,White,Female,40,0
43,Self-emp-not-inc,Bachelors,Divorced,White,Male,60,0
45,Private,HS-grad,Separated,White,Female,40,0
26,Private,Some-college,Divorced,White,Male,60,0
90,Private,Some-college,Never-married,Asian-Pac-Islander,Male,35,0
30,Private,Bachelors,Married,White,Female,40,1
42,Private,Some-college,Married,White,Male,40,0
20,Private,Some-college,Never-married,White,Male,35,0
64,State-gov,HS-grad,Widowed,White,Female,38,0
56,Private,7th-8th,Widowed,White,Male,20,0
42,Private,Some-college,Married,White,Male,40,1
26,Private,Bachelors,Married,White,Female,40,1
31,Local-gov,Assoc,Never-married,Amer-Indian-Eskimo,Female,40,0
40,Private,Bachelors,Married,White,Female,40,0
58,Private,Some-college,Widowed,White,Male,40,0
41,Private,Bachelors,Married,White,Male,40,0
58,Self-emp-inc,HS-grad,Never-married,White,Male,47,0
62,State-gov,Masters,Married,White,Male,60,1
40,Private,Some-college,Never-married,White,Male,40,0
45,Local-gov,Some-college,Married,White,Male,40,1
22,Private,HS-grad,Never-married,White,Male,55,0
63,Federal-gov,Masters,Married,White,Male,50,1
37,Private,Some-college,Widowed,White,Male,40,0
